type,time
a,4.671350913
a,0.953650279
b,10.17321414
a,3.805851276
a,4.687443212
a,15.10851212
c,13.0817401
a,5.794312642
a,0.632565568
a,13.35498963
a,11.36482038
b,0.643709474
c,20.25876284
b,9.18725799
a,6.188707156
a,3.892692845
b,0.935820378
a,2.962520909
b,0.464642205
a,1.380123608
b,4.270933852
a,1.324034873
a,3.291211086
c,3.570510554
b,3.230218988
b,4.085529931
a,9.542712485
b,6.749779269
a,21.74532389
b,0.270620633
c,1.357492345
a,14.90757475
a,0.728314048
c,2.16238009
b,5.631149768
a,0.476835086
b,2.992688796
b,8.955395259
a,0.508967912
b,3.686601646
a,0.35266839
c,8.368826154
b,10.10146287
b,2.161439378
b,3.888335347
a,25.8050123
b,8.983909741
c,3.851226917
b,10.3329854
a,11.99392783
b,8.518684812
b,2.610620003
a,1.300109038
b,0.338003553
a,5.75651652
b,1.65833962
c,28.86633403
c,9.79649451
b,1.951426946
b,26.11006445
b,3.793603092
b,29.99996905
a,14.82712776
b,0.256492808
a,11.35815956
b,21.96073104
a,14.58260357
a,9.94614901
c,8.820940302
a,5.008872194
a,1.593908903
b,15.25903313
b,11.51089283
a,1.600620749
a,5.62665313
c,1.94383577
a,13.7539195
b,15.21149774
b,8.943118505
b,1.950977791
a,0.823099775
b,1.314652328
a,10.56215611
a,9.945509452
a,3.524492942
c,10.47087789
b,12.77566172
c,11.27512259
a,15.6919891
c,1.060439081
b,11.34082471
a,4.744842779
b,6.078395245
b,19.91831621
b,14.68748238
a,2.712483278
b,4.349121153
a,6.23227009
a,13.62992338
a,1.444342255
c,1.34699103
a,2.603078703
a,0.990748945
a,3.816901047
c,17.17144905
c,0.549912634
a,9.461135054
a,14.85527374
b,2.039318217
b,9.472087852
a,5.305173993
a,2.176850578
a,8.516788585
c,29.22612637
a,1.528462097
c,11.04789949
a,5.876506758
a,12.11798057
a,2.001108662
c,0.21962698
b,7.274154164
b,15.5588962
b,11.33626723
c,6.249831459
a,1.889317641
c,4.414081434
a,4.30912103
c,12.0630061
a,7.550045428
a,3.340228237
b,7.000307978
c,13.62737496
b,2.362282662
a,10.46477069
a,9.077348364
c,5.295607862
a,16.17493503
b,9.17069778
b,23.65721661
b,11.42527783
b,3.413622964
b,0.823882315
a,30.3138899
a,2.813312972
a,4.169108225
b,4.764682511
a,0.318598635
a,3.313944491
a,3.231655941
a,4.202781962
b,23.34482479
c,12.93948918
a,5.075122651
b,3.689451337
b,3.275158294
a,0.329179678
a,12.98549647
c,4.820361766
c,25.10457722
b,13.66697469
a,0.11831624
a,3.562915032
b,28.80304439
a,3.020735334
b,3.34355833
a,1.799409404
b,10.05014534
a,4.259402421
b,3.024711415
a,9.066297095
a,0.760684452
a,4.082348025
a,1.269862736
a,3.201928681
c,9.727088157
a,1.209048044
a,1.163422354
a,4.725607435
a,1.562367755
a,4.689583036
a,12.97054323
b,0.536571242
c,23.83522695
b,5.542019565
c,1.174114374
c,7.113023466
a,4.064753578
a,4.127933434
a,7.166407164
a,11.70505782
c,16.60482271
a,0.560631831
a,6.922004209
c,11.42185215
c,9.581121299
a,1.300530329
b,22.72280133
b,0.090814663
b,9.572293587
b,0.114274147
c,2.675931518
a,2.106920433
a,1.669421447
b,3.132672176
a,0.618368859
b,0.473948054
a,18.63693821
b,1.180731181
a,2.127712814
a,9.301869624
c,2.990331892
b,10.12344421
b,1.840147
b,9.496792259
b,1.163528161
c,3.830800694
a,0.618328901
a,1.86159943
a,4.584559021
b,3.147182494
a,11.96910681
c,3.269919492
a,3.196632673
c,0.539034973
a,2.048254623
c,9.911965495
b,0.966104398
b,0.251354538
a,1.653374713
a,3.638175516
b,31.41183118
a,2.162105299
a,0.586214658
b,5.356695365
a,0.366514835
a,1.063431459
a,4.382879264
c,0.61332681
c,9.018827359
a,1.648441686
b,2.609317929
b,3.776561219
b,13.86514165
b,19.87694256
a,6.687243688
b,4.095417753
b,5.734862581
c,0.872628544
a,0.393602708
a,0.146199784
b,2.309817061
b,3.411977585
b,4.478067737
a,1.105208438
b,4.060341705
a,16.27892207
b,4.18756175
c,28.61596797
a,4.990329029
b,8.52556131
a,2.962375227
a,4.698456926
b,0.767975148
a,0.347783284
b,0.58430834
a,11.65742046
a,12.41487295
b,1.488218565
a,0.82310305
a,17.11301945
b,8.064125844
b,7.47953514
a,6.127213449
b,9.718617454
a,7.856909969
b,3.717933362
b,1.438722923
a,7.81347791
b,4.938392203
c,19.68586864
a,5.709996692
a,12.63319594
c,14.17961346
a,2.423258501
a,3.345946851
a,4.108294118
a,0.032238744
c,6.075754086
a,4.24053155
a,4.158751659
b,1.685191296
a,0.198775011
c,13.65537828
c,1.479388005
b,2.845646966
a,3.010436448
a,11.32817908
a,7.657100145
a,0.456988048
a,1.55680096
b,17.27931718
b,1.778939099
a,14.53086857
b,11.01532412
c,4.678789782
a,14.81888477
b,5.424846135
a,2.794797972
a,1.435271811
a,21.55040131
a,2.387152908
b,2.04361214
a,0.03865359
b,2.090966858
a,1.26056127
a,0.753052194
b,1.232556225
c,9.132330367
a,0.855127391
c,7.660711695
a,3.458060231
a,2.311865517
b,0.651685986
a,8.93945896
a,0.243940909
a,0.167061926
a,0.29212279
a,9.923092983
c,1.565845699
a,0.979673613
c,12.47380593
b,5.382396564
b,1.476601357
c,6.750941528
a,2.429661397
b,19.24186394
c,0.471913359
b,3.872936584
a,0.903178051
b,5.729598127
a,2.02190327
a,1.778897781
b,0.862198883
a,8.720420179
a,9.470940129
b,3.512578052
b,3.824460262
c,1.439644511
a,1.99925534
a,12.03150057
b,6.065750077
b,9.593713849
a,6.269267744
a,12.64030377
b,14.96119657
a,10.49499597
a,0.619820189
a,4.759975932
a,4.711648761
a,6.002995823
c,12.75279661
b,1.070508912
c,8.844169412
b,9.05513484
b,1.037976147
a,3.378030406
a,0.157944178
a,3.805552232
a,1.733484198
a,6.519603994
b,29.01496307
c,5.684159473
a,9.634041311
a,0.637160962
a,2.348143328
a,16.62440989
b,2.249925006
b,1.201585125
a,5.132098519
b,6.578464923
a,3.546738601
a,2.788392159
a,1.621931929
c,3.382644798
b,6.031641133
a,1.941778375
b,11.30118774
a,1.399097781
a,5.501647703
b,7.854564166
c,9.369547767
c,8.413364403
b,3.935712837
b,1.585752752
a,1.956879569
b,11.17014576
a,1.243162447
c,4.708893681
b,14.37302567
c,1.009504148
b,3.352831896
b,11.38416784
a,1.442260153
a,6.025769175
a,5.654495442
a,3.876525315
a,7.414069374
a,8.585274787
c,0.167326885
c,0.363971317
b,8.494182451
c,0.004063211
c,2.556693545
b,0.810739409
a,5.411591183
c,6.445299066
a,2.973131072
b,0.684545926
c,16.88828336
a,6.303545786
c,2.191224593
b,0.038283258
c,3.203815124
b,5.442710485
b,4.198143437
a,21.49428004
a,0.078047558
a,3.147038603
a,1.965785145
c,2.235046402
c,8.418150907
b,12.77635617
b,4.788713053
b,10.29373177
c,4.989262796
a,8.675627149
b,34.92291704
a,3.208122593
a,0.264187295
a,15.11901099
a,7.004811554
b,15.27005768
a,0.502110561
a,6.627722159
c,1.542873823
b,3.80688072
a,8.395022964
a,2.388770846
b,3.656423247
c,0.040548481
b,4.7504685
c,13.92616702
c,18.3758367
a,3.266870258
a,2.210155955
c,1.67366683
a,3.032304433
c,3.691188716
a,6.663287305
a,4.665155052
b,6.469414506
a,1.232009207
b,1.739539322
a,0.212567488
a,7.158040068
a,7.527759848
a,3.840283518
b,1.198605597
a,11.11287986
c,15.34545492
a,0.503026962
a,0.791242535
b,0.624647293
a,24.02052874
b,18.95750148
b,5.017730433
a,2.042960257
c,1.862153313
a,5.786821679
a,4.533608332
c,4.023541468
c,25.15593631
b,9.897426217
a,6.433220422
b,8.842601731
c,1.215691604
c,17.30413822
a,10.86166198
b,5.402583048
c,0.921483361
a,9.995495937
a,5.301766335
b,0.57617297
b,1.031610876
b,13.57040597
a,0.52915233
a,7.517242133
a,17.03048732
b,2.98986521
a,13.12141082
a,2.171534994
a,4.4249457
b,4.347785842
a,1.256843938
b,5.129409105
b,3.74014052
a,1.257909017
b,15.19116934
b,1.06644333
a,2.550200174
b,2.498771097
b,7.159221582
a,2.714838397
a,3.111113289
b,0.634774696
b,1.16927116
a,3.378698092
a,0.364966814
b,4.781425294
c,28.02798599
a,3.045756347
b,4.340845063
b,13.44490492
a,4.586806916
a,13.68010388
b,0.637211447
b,12.50590523
b,0.3744842
c,44.51698918
a,3.64844867
b,9.478660948
a,5.230147181
b,5.914630666
a,1.951125609
a,2.163133416
a,5.474695779
b,6.325103618
b,1.941214468
c,2.850888474
b,6.912238687
a,5.168077986
a,4.882392469
b,5.984078418
c,4.741647849
c,10.8072809
a,3.299467217
b,22.24355483
a,16.58681121
a,2.989094737
a,3.67577123
c,6.458479566
b,17.66588692
c,0.661431216
c,12.80130061
a,3.337364052
a,4.711741498
a,2.472639689
c,0.153015652
a,3.002107053
b,3.232204935
b,9.069572419
a,0.38313848
a,4.785314654
b,7.956137575
c,13.01817525
b,17.15722846
a,7.309782791
c,14.82050911
c,9.559982178
a,2.467879986
a,0.213560312
c,15.11832994
b,3.740583338
b,0.747268368
a,0.28048438
a,2.072685738
b,10.70069521
c,12.0361146
a,0.596963926
b,1.458082289
b,2.113132264
c,17.96664704
a,0.954774963
a,1.451919673
a,7.302426491
a,0.895962496
a,4.247380418
c,0.348254982
a,7.689025094
a,3.099892631
a,4.076414825
b,1.142427629
a,12.60500002
c,2.94829038
a,1.685947089
a,3.43510563
a,2.467176323
a,3.881703827
a,5.420513879
a,9.58242109
c,14.86936562
a,4.751053674
b,5.155382849
a,1.047176805
b,14.16753425
b,11.66753235
a,1.348510894
a,1.562447473
a,0.903518724
a,2.771130404
a,4.760225876
c,6.601162227
a,2.515715882
b,11.26690169
a,6.953079855
b,3.952800456
c,14.88629423
a,0.864543316
a,3.431141865
a,1.065269376
a,7.635241775
b,6.873713889
a,9.101155614
b,8.224504775
b,26.19064331
b,13.02159384
b,7.764621339
b,7.957347779
c,9.55352257
a,10.87776643
b,12.01577529
a,0.805710123
a,2.220030839
a,1.324295006
a,1.612197028
a,5.871334448
b,0.13065908
a,8.190210983
c,5.835166099
c,8.638739129
a,2.010549351
a,1.111665738
a,3.797981743
b,0.994279116
a,8.748146511
b,4.559985917
b,12.25208462
c,21.36271486
c,15.36228969
a,7.111930186
a,11.42754306
a,0.786334286
a,6.559611824
a,19.44486107
b,5.756462786
a,2.343884795
a,2.648195145
b,11.95698936
a,2.648328622
b,17.57214229
b,5.270255167
a,4.043939467
c,36.35573065
a,1.01178171
a,0.18630526
a,2.374787375
a,6.828565663
a,3.271797921
a,0.32753214
a,0.704254412
c,7.532359652
a,0.321749288
c,7.689215427
a,4.701603986
a,7.367066782
b,2.858193917
a,2.295119292
b,9.621025309
b,2.130062853
a,4.533025752
b,4.584515717
a,3.663339657
c,20.60470814
a,0.200822561
a,0.779537167
b,16.32797417
a,0.635251746
c,0.801487039
c,5.3780175
c,14.34293211
a,4.081868101
a,1.31050427
c,1.359340121
b,6.78222949
a,1.961165657
b,17.52221162
c,3.232724599
a,13.36093535
a,11.18139456
b,6.804824255
b,15.12818219
b,7.597181409
a,7.345364755
a,2.707927371
c,2.825307148
c,50.48262012
a,1.761354429
a,0.580576832
a,3.728613541
a,7.907022984
a,2.191806564
c,19.15539987
c,13.19529163
b,0.528482101
b,7.619406394
b,0.68789994
b,11.01336522
a,5.126490416
a,3.294427998
b,4.217602096
b,2.992738379
b,5.21600762
a,3.504361633
b,0.425084174
b,5.790928424
b,12.9759792
a,6.450242796
b,10.84710821
a,6.015816247
b,1.340109839
b,4.811491184
a,14.57038265
a,0.113798482
a,4.516809872
b,0.654887722
c,3.442564757
a,4.570840881
c,0.295635811
a,2.383792913
c,5.212113705
b,1.232741561
c,15.93080178
a,0.773469297
b,25.60568967
a,1.799721487
b,3.418849997
b,5.548918713
a,2.896825725
a,3.098793488
c,0.031386646
a,6.783624002
b,8.937436752
a,1.619810471
a,1.353736017
b,20.53861587
b,3.7639415
b,5.295758501
b,10.65310343
c,0.935551141
c,3.486561943
b,6.762186167
a,11.01592566
b,9.950682267
b,13.47767936
a,1.23964122
a,8.94188404
b,11.72964877
c,26.79245466
a,0.090424656
c,9.399524703
b,4.735485174
a,11.99791429
b,21.1436878
b,12.41742329
a,12.68352319
b,1.122344431
a,6.120330123
c,7.737345984
c,14.41131497
a,0.682755954
b,12.33590817
a,7.931369729
b,5.095257476
b,11.42890467
a,0.46670923
a,4.208614439
a,4.900247771
b,11.62272919
a,3.227015513
b,5.282025062
b,12.86599609
a,8.448250955
a,19.14265598
a,0.12984651
b,5.380880971
b,18.43839396
a,1.20015728
a,1.368486967
b,22.01965166
c,2.760561672
a,1.708106787
a,3.805284537
b,6.454337533
a,4.360553035
a,6.602767459
a,9.832091936
c,8.302082587
c,13.61297114
a,0.191409439
b,6.219350617
a,1.298128478
a,4.08179905
a,0.374638242
a,0.588816747
a,1.987869714
a,10.41894807
a,6.78474891
a,0.4545217
a,3.506641648
a,0.265454405
c,11.08985322
c,0.03268539
a,3.602485258
c,5.067688478
a,1.31719427
b,8.581687741
a,6.230872385
a,2.1516071
a,0.436964895
a,9.372234176
a,9.365274608
a,3.77033758
b,2.545979756
c,7.971584973
c,9.810449592
a,2.651796716
a,0.672590615
a,9.466609386
a,14.96075328
a,10.71971138
c,1.267755958
c,10.2738429
b,1.697725831
b,0.53255644
a,1.708197295
a,13.1712878
b,14.44235761
a,0.849433329
a,0.507061479
a,8.737433282
b,1.803067883
c,1.738111936
b,7.716395727
a,3.206997504
a,4.282022672
b,2.30839188
b,9.545047708
c,0.586417732
a,6.020920784
a,10.1156397
a,4.372735517
a,0.137501333
c,5.220002332
a,1.188165983
b,11.75572623
a,1.288957743
b,12.82105015
a,7.777207896
a,1.529791959
a,3.730403329
c,9.275675993
a,2.399062784
b,2.995501108
b,6.661790006
b,7.596039109
a,1.621736076
a,2.394031484
b,54.06155382
b,5.402693205
b,8.86041634
b,2.351743456
c,31.21282942
b,0.165275581
b,0.347657692
a,6.10101969
a,11.54035388
b,1.076801717
a,8.496030531
b,2.24653627
b,25.69432264
a,0.292021308
a,0.244769555
a,0.947553851
b,6.243586756
a,5.818912075
b,38.66722503
c,21.41346348
b,7.094453923
c,0.82384875
b,10.79299941
b,3.901708666
b,6.989705927
b,10.72368143
b,1.906112582
a,11.36364729
b,10.40875018
b,7.167486444
b,3.085525822
a,7.025056456
a,8.967982754
b,0.372684054
a,11.5624882
b,7.337409302
a,7.197936177
b,4.592065726
b,3.653023143
c,20.81613047
b,7.680487439
a,8.111923309
c,30.78221263
a,10.76523106
a,1.342818039
a,9.295942019
a,3.45227621
b,4.873740729
a,2.07209941
a,6.742620701
a,3.085722532
a,0.27045242
c,7.756800036
a,1.246144485
a,2.884573799
c,0.418385346
a,0.316293699
a,4.127874016
a,0.647588181
a,1.467833605
a,1.40622137
b,14.11537003
c,4.668561039
b,15.59195396
a,1.035090019
c,0.758675179
c,26.53086005
a,1.251209562
b,2.187283482
a,0.453433313
b,0.889571551
a,0.713330871
c,12.04053021
b,7.95609124
a,0.566716295
a,1.532756137
b,3.293307137
b,13.00722625
c,25.66765303
a,4.669379164
b,7.885632626
a,0.70421859
a,20.48749733
a,7.062256625
b,4.05905484
c,11.90538956
a,11.74344645
b,3.57447698
a,2.167751484
c,35.72182901
c,5.446243384
b,20.83826725
b,1.261241968
c,9.216191824
c,45.63898045
a,5.180129278
c,17.19255997
a,0.211628993
b,19.63327019
a,12.80252314
b,3.720203873
a,0.096910687
b,0.285180669
a,13.85775489
a,6.739503583
b,3.813086692
c,9.514896578
a,5.504634459
c,2.572313474
b,3.847649587
c,21.6303405
a,3.010726238
c,3.141374043
c,13.60983715
b,2.211170732
b,11.69452556
b,21.10848062
b,7.867573231
a,13.77858442
a,2.177307701
c,23.2295093
c,53.10801232
b,8.76571378
c,13.71065648
b,19.86711
a,12.43766268
a,7.798273914
b,0.511079682
a,12.02777653
c,3.843754278
a,1.980088593
a,0.513295458
c,6.61418376
a,5.748442001
a,0.733637537
a,2.835012143
a,2.480262509
c,4.312016461
c,3.315363885
a,2.667956655
c,8.394198432
c,13.48840734
a,8.364789541
b,1.803629831
b,10.59312068
c,51.80531429
a,1.447714766
c,1.49162835
a,32.90000856
b,5.597513043
a,8.435429195
c,9.657063316
a,3.789836374
b,4.460360669
a,3.152167271
b,18.12892453
b,28.51333634
b,1.098115869
a,0.552914545
b,10.35019229
c,17.31079971
c,20.26387319
b,1.636287458
b,7.815929643
b,9.176007472
b,3.716902047
b,4.788573451
c,13.66786574
b,20.98478804
a,0.707347377
a,3.937564897
a,0.185251457
a,0.960312751
b,2.596141495
c,0.882047322
a,2.980533785
a,1.289071264
a,2.566088445
c,5.648244452
c,0.036549264
b,9.417054885
a,0.222369547
b,32.13348095
b,1.269598939
a,0.638600108
a,1.394075525
c,9.782581199
b,2.135837346
a,4.412272633
a,10.97307104
a,1.406875132
b,2.23150273
b,16.36986487
b,6.782762045
b,4.001507547
c,19.50940251
b,11.58066808
c,13.52314757
a,7.806298742
b,12.26115811
c,21.89936675
b,17.80008738
a,9.805132951
c,21.3439761
c,7.354536717
a,7.164215273
b,6.646819273
b,0.39406692
b,2.46264286
a,1.246579331
b,11.62069663
b,7.005805
b,5.322699469
a,2.378570212
c,10.16615411
b,30.59746997
b,2.060290259
a,8.874593246
a,7.272076467
a,1.921826499
b,12.9444601
c,10.80550807
b,27.62072956
c,7.061069267
c,4.472584529
a,3.206112159
a,0.041503446
a,6.523781833
b,0.275011234
a,4.343801862
a,0.222283428
a,5.603298488
b,10.39856528
b,28.62408738
b,0.306917407
b,7.551697105
a,5.546898306
a,1.716467071
b,17.75550122
b,7.608524829
c,19.20430597
a,0.915917754
c,17.47624659
a,2.57981319
a,11.63623731
a,3.253644516
b,24.26011896
b,6.816542767
b,12.44623685
a,7.907968826
a,28.07214789
b,11.26857996
a,14.9351659
a,0.942307282
b,3.408466157
c,24.09225898
a,11.80772445
a,7.168494116
b,1.345202823
a,0.861966596
b,11.91087824
c,9.407414188
b,10.76315785
c,34.70131999
c,5.588859175
a,1.469878699
a,8.92761169
a,3.930399283
b,20.90783195
c,2.916520964
b,8.099949315
a,3.049818254
c,4.861205244
a,1.75822239
b,2.418914109
a,2.330823208
b,1.937194387
a,4.896090397
a,2.530258372
b,7.822212505
a,18.37816848
b,6.692197285
b,8.537639819
c,1.907929061
c,0.91821624
a,2.994287934
a,6.139869708
a,9.023074442
a,0.272204811
c,12.53121197
a,7.857324879
b,3.501086462
b,3.606847115
b,9.779151082
b,2.770056091
b,0.636472309
b,1.408109598
a,16.41939063
b,5.731154389
c,5.574505595
c,1.128611243
b,9.711639473
a,7.081253798
a,8.297575973
b,19.44734852
a,9.554154202
a,0.828284069
a,1.867383069
a,10.83717626
b,1.75868082
c,10.48223694
a,9.963285684
a,12.0586224
a,13.68186525
b,11.09735847
a,15.15803832
b,0.982419023
c,2.925587934
b,8.863500036
a,1.434551801
b,2.572876025
c,0.559355599
b,0.088448308
b,1.271468285
a,7.36814375
a,6.171825959
a,2.867663547
b,2.430660807
c,2.950717564
a,1.116860249
a,2.834298539
a,1.783505632
a,18.01625128
b,13.04371846
b,3.943340484
c,6.178605896
b,18.2273433
a,16.21654648
b,19.16717262
b,7.507747606
b,2.340577625
c,2.418136287
c,6.461336585
a,1.325622629
a,3.168968866
a,0.691224313
b,15.2040859
a,11.95195827
c,5.337510821
a,1.243224177
b,8.129553585
b,11.2639084
b,0.246127997
a,3.498721741
b,1.463653393
a,4.772644145
a,2.614010214
c,3.82896462
a,1.445133949
a,0.829936224
b,16.86935861
a,14.85844978
b,1.408778589
a,12.95306095
a,3.001817599
b,7.560470655
a,5.055858055
a,2.042656755
a,8.752720423
a,3.011027835
b,6.608185917
a,3.414125124
b,7.703470666
a,0.832468183
c,4.931852403
a,0.44914756
b,5.897577928
c,4.276295593
b,3.307765909
b,1.230396301
a,9.52220832
b,1.907229479
a,12.20853927
c,2.083623256
a,8.04239613
a,0.746741281
a,0.18730185
b,3.937471196
b,0.785667367
a,4.944711307
b,10.47111124
b,5.836180478
b,4.361671865
b,2.628720798
b,13.73433883
b,2.334535897
a,3.977814577
a,2.913627818
b,0.847177332
b,2.695065824
b,0.362207092
c,4.212526795
a,3.052363573
a,6.140499585
a,6.679386804
c,8.191458722
c,20.96333379
c,11.82048865
b,3.798835021
c,4.408572973
c,8.366646785
a,1.010812523
a,1.466197193
a,9.578286372
c,1.882741428
c,0.099927122
a,5.89590677
a,4.941472926
a,12.37643984
a,2.202106451
a,4.931935111
c,13.08324923
a,7.821458727
b,1.347994957
c,9.84419181
a,3.775177529
c,1.879269038
a,1.644861051
b,0.910893976
c,3.935105298
c,5.617336477
a,3.42034891
a,2.801577491
b,5.585524551
a,3.496657559
a,0.33308024
b,2.057085507
b,10.57282148
c,8.829487795
a,5.434425068
b,0.028602895
a,10.65705011
b,5.274265986
b,9.426088698
a,8.748287707
a,3.231720207
a,4.958013771
b,14.40596612
a,3.856656596
b,13.80105479
b,9.155059091
b,4.196902721
b,6.224567151
b,9.523002028
b,5.642172716
b,0.470113795
a,3.846763473
a,7.801814507
c,20.87190097
b,2.807004396
b,3.811498694
b,7.268135044
a,20.09750458
a,3.365313914
b,28.66388611
a,20.41639204
a,2.775176761
c,15.91900975
a,18.08373186
c,12.77024256
a,1.528245807
c,21.86086258
a,3.081760095
a,11.32643786
c,10.14619919
a,1.822427858
a,7.234163525
b,7.983200371
a,6.55503951
a,3.942970629
a,6.205217088
a,3.358250693
a,4.209335697
a,5.139358826
a,0.290699552
b,5.045938067
b,11.25352365
a,2.259348156
c,6.023154031
b,14.43616585
b,2.470648043
a,6.43956915
a,3.489460866
b,4.580202054
a,1.354730383
a,9.523354193
b,4.985631302
b,25.95164704
a,8.568779234
b,13.44369079
b,0.970138092
b,0.94027457
a,1.055237532
c,8.997907693
a,1.793211515
c,9.78620057
b,5.364200182
c,28.63736393
a,1.99081993
c,17.93090419
a,9.95936064
a,11.1991231
a,0.511056556
b,3.381259065
a,2.392791416
c,1.712178609
b,5.630755067
c,6.189085641
b,19.13184161
c,4.89884567
a,0.352422365
a,8.036764795
a,9.99764529
a,1.059660001
a,11.0975149
a,9.419668857
a,0.799734048
c,47.49190408
b,1.039000302
a,1.030420605
c,16.37351914
a,4.584568903
a,0.696832489
b,10.52885579
a,4.051150912
a,2.431892631
a,2.107257559
b,0.039094003
a,27.22766303
a,2.870289721
c,31.96404542
c,28.22284035
b,1.84769566
a,2.570836633
c,4.961204947
c,1.157949888
c,2.817004033
b,3.257855395
a,2.229146524
a,1.132980359
c,4.84168312
b,0.829888962
b,3.079415333
a,9.863152755
b,53.64367281
b,6.084452353
a,0.088802003
a,7.190717561
a,0.837055785
a,3.45758541
a,0.766970364
a,9.693992706
b,15.2090098
c,28.52021835
a,7.439340317
a,12.44254705
b,11.44000919
a,2.571104311
c,4.665543204
a,0.092279161
b,2.72989421
a,9.803819581
a,7.809761865
b,1.995266163
a,7.769406624
a,2.977837294
c,43.16898633
c,8.928487682
b,4.09712277
b,5.652614809
b,1.661118373
c,7.242784407
a,6.80388086
a,4.3716001
a,0.221508243
b,0.203262694
a,2.619701226
a,1.664914356
b,0.167165838
c,7.873842585
b,11.75681484
a,0.698531828
a,0.053627091
c,18.72248011
a,0.741949212
a,2.527460081
a,3.785174569
b,11.51726669
a,3.089403026
c,5.379842487
b,8.134804141
c,6.376250568
b,0.282869712
b,19.58466561
a,13.55478187
b,12.37509229
a,5.327447569
a,3.689956735
a,0.59960119
b,15.56044441
c,8.242114989
a,5.815964285
a,5.443931524
c,2.274666326
a,8.226678473
b,18.04803166
b,10.56620394
c,3.200153159
c,4.733385728
b,4.652018968
b,0.427565228
a,8.379477532
a,4.733469086
a,6.603838112
a,10.54152869
a,6.796296835
a,4.323153696
b,0.719733459
a,12.66634936
a,0.428784338
b,3.024967112
a,1.371299512
a,1.419833358
b,0.300900411
b,0.972573239
b,7.61037822
a,1.246466462
b,0.378739107
a,6.646661148
a,11.41811258
b,9.736004769
a,0.682713264
a,0.3921252
a,11.13931605
b,0.547998097
a,14.02097911
b,10.54601937
c,8.458702521
a,1.911788594
a,0.217367382
a,0.500316719
a,4.399495222
b,14.25213927
a,15.87277241
a,0.258672205
a,1.505851366
a,1.695638148
a,3.779841815
a,4.826368661
a,13.06265992
a,1.703419967
a,19.42447293
b,5.034020767
b,0.234859012
a,1.444889607
b,1.969749045
a,6.191469356
a,1.998020846
c,23.38917522
b,13.11658983
c,66.80729849
b,1.655034982
a,11.59588088
c,13.71473461
c,9.116293909
b,26.52812463
b,20.21173577
c,8.443972077
a,2.405855269
b,5.189684913
a,20.74037957
a,6.737836897
b,5.50084164
c,9.208165854
b,6.70304849
b,14.51533231
c,16.57380858
b,0.301424403
a,4.916509666
a,4.231187105
c,8.920298277
c,2.392777894
b,25.32635194
a,11.8817679
a,10.18428924
c,28.80428828
a,2.662602619
a,1.154637795
a,3.681127149
a,0.416326621
b,4.446596298
a,1.064293466
a,6.055003733
a,3.03706496
c,31.00867026
a,1.92038655
b,0.68739821
a,2.767009608
a,1.645278744
a,9.83164081
b,7.3272283
a,2.17252569
a,1.09186292
b,0.092329714
c,19.56898326
a,8.172779567
a,5.305701703
a,11.25611203
a,2.161189788
a,1.747345014
b,2.071480662
c,6.357318875
c,6.009285874
c,2.954738
a,2.665620525
c,10.119978
b,2.404606698
a,10.91429544
a,4.528032257
b,3.159165576
a,0.516962381
c,7.488415095
b,18.43902969
a,2.262219854
c,12.37525982
a,2.66302045
a,22.15111399
a,2.206689573
a,5.661162813
b,17.94491465
b,5.958514234
a,13.2851201
a,1.312728357
b,0.518474791
a,2.587088759
b,7.598883242
a,2.909794825
b,2.708181773
c,0.24510954
c,16.95587076
c,45.24196405
b,16.51525345
a,8.877373496
b,0.478166487
b,4.789941989
a,1.794479058
a,1.303551215
a,3.244695161
a,16.46379178
c,7.819877704
a,1.526706503
c,6.016906295
c,9.41953225
b,2.139192283
a,13.32791789
b,2.037829071
a,0.648190691
a,0.004822444
c,7.912069967
a,8.534844657
b,2.566088393
a,0.913951967
a,1.612032801
a,1.464211731
b,0.767478719
a,8.667088532
a,1.202549711
a,5.262225456
a,5.92023001
a,6.993841374
c,6.913483357
a,5.06385006
a,2.909922812
b,13.08723436
a,3.664088412
c,4.316864568
c,30.47492693
a,5.472259526
a,11.0511743
a,11.57357053
a,1.943974285
a,2.947795545
b,9.115190744
a,2.348334926
a,7.008815863
a,3.352542438
a,25.22804701
a,8.046178656
c,17.16254288
a,6.965903742
a,5.23921357
c,0.698322551
a,1.364321231
b,0.224573899
a,12.13737217
a,3.768016812
c,2.602754022
b,0.114437282
a,7.756013264
a,0.167433307
a,8.969483524
b,27.73855559
a,2.626945926
b,0.277253751
a,6.809278703
b,16.78596345
b,1.119451761
a,3.816058961
b,5.978972219
a,1.795500524
a,0.61344486
b,9.381129965
b,1.552561456
a,1.3268482
b,17.03329898
a,28.94131213
a,0.09432607
a,1.945130494
c,8.470316268
c,1.391451914
b,12.70550463
c,14.93389529
a,7.403443589
a,0.146370195
a,3.831978026
b,0.771622043
b,2.586659811
b,18.53810425
a,0.872625135
c,5.993734915
a,7.486826292
c,1.570629627
a,5.212973887
c,8.404577095
a,5.270659132
c,29.26807031
b,4.228134569
a,4.152557989
a,9.192896084
b,0.287539498
b,11.27524538
c,31.31922444
b,5.899354235
a,5.856219297
a,16.45268828
b,1.447983453
a,8.289289131
c,0.322591187
b,21.96805625
b,5.221487708
c,0.85317974
b,4.750765115
a,9.169007735
b,28.8543595
a,4.118846152
a,2.48788869
a,0.750019848
a,1.319222067
a,0.696366446
a,1.793327779
a,2.207382999
a,6.419979613
a,3.536064
